strongs,translit,bucket,final_gloss,final_source,review_flag,definition_es,dominant_gloss_share,occurrences,pct_running_tokens,tbesh_gloss,proposed_gloss,proposed_source,held_reason,rvr1960_db_form
H5337,na.tsal,judgment,arrebatar,definition_es-head,,"arrebatar / librar, sea en buen o mal sentido",0.731,212,0.0695,to rescue,,,no dominant sense (top 0.73),
H5338,ne.tsal,mechanical,librar,definition_es-head,,(arameo) librar (rescatar),1.000,3,0.0010,to rescue,librar,definition_es-head,,
H5339,nits.tsan,mechanical,flor,definition_es-head,,una flor,1.000,1,0.0003,flower,flor,definition_es-head,,
H5340,na.tsats,mechanical,relucir,definition_es-head,,"relucir, es decir ser de color brillante",1.000,1,0.0003,to shine,relucir,definition_es-head,,
H5341,na.tsar,judgment,"guardar, en buen sentido",definition_es-head,,"guardar, en buen sentido (proteger, mantener, obedecer, etc.) o en uno malo (oc…",0.222,63,0.0207,to watch,,,no dominant sense (top 0.22),
H5342,ne.tser,judgment,retoño,definition_es-head,,"un retoño (vástago); figurativamente, un descendiente",0.500,4,0.0013,branch,,,no dominant sense (top 0.50),
H5343,ne.qe,mechanical,limpio,definition_es-head,,(arameo) limpio,1.000,1,0.0003,pure,limpio,definition_es-head,,
H5344,na.qav,judgment,traspasar,tbesh-map,,"perforar, literalmente (horadar, con más o menos violencia) o figurativamente (…",0.421,19,0.0062,to pierce,,,no dominant sense (top 0.42),
H5345,ne.qev,mechanical,engaste,definition_es-head,,un engaste (para una gema),1.000,1,0.0003,socket,engaste,definition_es-head,,
H5346,ne.qev,proper-noun,Necob,defEs-name,,"Necob, un lugar en Palestina",1.000,1,0.0003,(Adami)-nekeb,(Adami)-nekeb,tbesh-en-placeholder,,
H5347,ne.qe.vah,mechanical,hembra,definition_es-head,,hembra (por la forma sexual),1.000,22,0.0072,female,hembra,definition_es-head,,
H5348,na.qod,mechanical,"moteado, manchado",definition_es-head,,"moteado, manchado, salpicado",1.000,9,0.0030,speckled,"moteado, manchado",definition_es-head,,
H5349,no.qed,judgment,marcador,definition_es-head,,"un marcador (de ovejas o ganado), es decir el dueño o cuidador (que así las mar…",0.500,2,0.0007,shepherd,,,no dominant sense (top 0.50),
H5350,niq.qud,judgment,migaja,definition_es-head,,"una migaja (como desmenuzada); también una galleta (como picada), bizcocho",0.667,3,0.0010,crumb,,,no dominant sense (top 0.67),
H5351,ne.qud.dah,mechanical,realce,definition_es-head,,un realce (protuberancia ornamental),1.000,1,0.0003,bead,realce,definition_es-head,,
H5352,na.qah,judgment,estar limpio,definition_es-head,,estar (o hacer) limpio (literal o figurativamente); por implicación (en sentido…,0.205,44,0.0144,to clear,,,no dominant sense (top 0.20),
H5353,ne.qo.da,proper-noun,Necoda,defEs-name,,"Necoda, un sirviente del Templo (netineo)",1.000,4,0.0013,Nekoda,Nekoda,tbesh-en-placeholder,,Necoda
H5354,na.qat,mechanical,aborrecer,definition_es-head,,aborrecer,1.000,1,0.0003,to tire,aborrecer,definition_es-head,,
H5355,na.qi,judgment,inocente,definition_es-head,,inocente,0.814,43,0.0141,innocent,,,no dominant sense (top 0.81),
H5356,niq.qa.von,judgment,limpieza,definition_es-head,,limpieza (literal o figurativamente),0.800,5,0.0016,innocence,,,no dominant sense (top 0.80),
H5357,na.qiq,mechanical,hendidura,definition_es-head,,una hendidura (grieta),1.000,3,0.0010,cleft,hendidura,definition_es-head,,
H5358,na.qam,judgment,guardar rencor,definition_es-head,,"guardar rencor, es decir, vengar o castigar",0.400,35,0.0115,to avenge,,,no dominant sense (top 0.40),
H5359,na.qam,mechanical,venganza,definition_es-head,,venganza,1.000,17,0.0056,vengeance,venganza,definition_es-head,,
H5360,ne.qa.mah,mechanical,venganza,definition_es-head,,"venganza, sea el acto o la pasión",1.000,27,0.0089,vengeance,venganza,definition_es-head,,
H5361,na.qa,mechanical,sentir aversión,definition_es-head,,sentir aversión (hastiarse),1.000,3,0.0010,be alienated,sentir aversión,definition_es-head,,
H5362,na.qaph,judgment,rodear / cercar,tbesh-head-es,,"golpear con más o menos violencia (batir, derribar, corroer); por implicación (…",0.421,19,0.0062,to surround,,,no dominant sense (top 0.42),
H5363,no.qeph,mechanical,varear,definition_es-head,,un varear (de aceitunas),1.000,2,0.0007,shaking,varear,definition_es-head,,
H5364,niq.pah,mechanical,cuerda,tbesh-map,,probablemente una soga (que rodea),1.000,1,0.0003,rope,cuerda,tbesh-map,,
H5365,na.qar,judgment,horadar,definition_es-head,,"horadar (penetrar, excavar)",0.333,6,0.0020,to dig,,,no dominant sense (top 0.33),
H5366,ne.qa.rah,judgment,horadar,definition_es-head,,"horadar (penetrar, excavar)",0.500,2,0.0007,crevice,,,no dominant sense (top 0.50),
H5367,na.qash,judgment,atrapar,definition_es-head,,"atrapar (con un lazo), literal o figurativamente, enredar",0.200,5,0.0016,to snare,,,no dominant sense (top 0.20),
H5368,ne.qash,mechanical,golpear,definition_es-head,,(arameo) golpear,1.000,1,0.0003,to knock,golpear,definition_es-head,,
H5369,ner,proper-noun,Ner,defEs-name,,"Ner, un israelita",1.000,16,0.0052,Ner,Ner,tbesh-en-placeholder,,Ner
H5370,ne.re.gal,proper-noun,Nergal,defEs-name,,"Nergal, una deidad cutea",1.000,1,0.0003,Nergal,Nergal,tbesh-en-placeholder,,Nergal
H5371,ne.re.gal shar.e.tser,proper-noun,Nergal-sarezer,defEs-name,,"Nergal-sarezer, el nombre de dos babilonios",0.333,9,0.0030,Nergal-sar-ezer,Nergal-sar-ezer,tbesh-en-placeholder,,Nergal-sarezer
H5373,ne.red,judgment,"nardo, un aromático",definition_es-head,,"nardo, un aromático",0.667,3,0.0010,nard,,,no dominant sense (top 0.67),
H5374,ne.riy.yah,proper-noun,Nerías,defEs-name,,"Nerías, un israelita",1.000,10,0.0033,Neriah,Neriah,tbesh-en-placeholder,,Nerías
H5375,na.sa,judgment,levantar / llevar / perdonar,hand-fix,,"levantar, alzar, en una gran variedad de aplicaciones, literal y figurada, abso…",0.351,656,0.2151,to lift,,,no dominant sense (top 0.35),
H5376,ne.sa,judgment,alzar,definition_es-head,,(arameo) alzar (levantar),0.333,3,0.0010,to lift,,,no dominant sense (top 0.33),
H5377,na.sah,mechanical,descarriar,definition_es-head,,"descarriar, es decir, (mentalmente) engañar, o (moralmente) seducir",0.875,16,0.0052,to deceive,descarriar,definition_es-head,,
H5378,na.sah,judgment,prestar a interés,definition_es-head,,"prestar a interés; por implicación, exigir el pago de una deuda",0.667,3,0.0010,to exact,,,no dominant sense (top 0.67),
H5379,nis.set,mechanical,regalo,tbesh-map,,,1.000,1,0.0003,gift,regalo,tbesh-map,,
H5380,na.shav,judgment,soplar,definition_es-head,,"soplar; por implicación, dispersar (esparcir)",0.333,3,0.0010,to blow,,,no dominant sense (top 0.33),
H5381,na.sag,judgment,alcanzar,definition_es-head,,alcanzar (literal o figurativamente),0.440,50,0.0164,to overtake,,,no dominant sense (top 0.44),
H5382,na.shah,judgment,olvidar,definition_es-head,,"olvidar; figurativamente, descuidar; causativamente, remitir, quitar",0.333,6,0.0020,to forget,,,no dominant sense (top 0.33),
H5383,na.shah,judgment,prestar o,definition_es-head,,prestar o (por reciprocidad) pedir prestado sobre garantía o interés,0.417,12,0.0039,to lend,,,no dominant sense (top 0.42),
H5384,na.sheh,mechanical,desjarretar,tbesh-head-es,,,1.000,2,0.0007,hamstring,,tbesh-untranslated,,
H5385,ne.su.ah,mechanical,algo llevado,definition_es-head,,"algo llevado, es decir una carga",1.000,1,0.0003,burden,algo llevado,definition_es-head,,
H5386,ne.shi,mechanical,deuda,tbesh-map,,una deuda,1.000,1,0.0003,debt,deuda,tbesh-map,,
H5387,na.si,judgment,príncipe / jefe,hand-fix,,"o נָשִׂא; de H5375 (נָשָׂא); propiamente, un exaltado, es decir, un rey o jeque…",0.649,134,0.0439,leader,,,no dominant sense (top 0.65),
H5388,ne.shiy.yah,mechanical,olvido,tbesh-head-es,,,1.000,1,0.0003,forgetfulness,,tbesh-untranslated,,
H5389,na.shin,mechanical,mujer,tbesh-map,,,1.000,1,0.0003,woman,mujer,tbesh-map,,
H5390,ne.shi.qah,mechanical,beso,definition_es-head,,un beso,1.000,2,0.0007,kiss,beso,definition_es-head,,
H5391,na.shakh,judgment,morder con aguijón,definition_es-head,,"morder con aguijón (como una serpiente); figurativamente, oprimir con interés s…",0.563,16,0.0052,to bite,,,no dominant sense (top 0.56),
H5392,ne.shekh,mechanical,interés sobre una deuda,definition_es-head,,"interés sobre una deuda, usura",1.000,12,0.0039,interest,interés sobre una deuda,definition_es-head,,
H5393,nish.kah,mechanical,celda,definition_es-head,,una celda (cámara),1.000,3,0.0010,chamber,celda,definition_es-head,,
H5394,na.shal,judgment,arrancar,definition_es-head,,"arrancar, es decir, despojar, expulsar o dejar caer, quitar",0.286,7,0.0023,to slip,,,no dominant sense (top 0.29),
H5395,na.sham,mechanical,disipar soplando,definition_es-head,,"propiamente, disipar soplando, es decir destruir",1.000,1,0.0003,to pant,disipar soplando,definition_es-head,,
H5396,nish.ma,mechanical,aliento vital,definition_es-head,,(arameo) aliento vital,1.000,1,0.0003,breath,aliento vital,definition_es-head,,
H5397,ne.sha.mah,judgment,soplo,definition_es-head,,"un soplo, es decir, viento, aliento airado o vital, inspiración divina, intelec…",0.750,24,0.0079,breath,,,no dominant sense (top 0.75),
H5398,na.shaph,judgment,soplar,definition_es-head,,"soplar, es decir refrescar (como el viento)",0.500,2,0.0007,to blow,,,no dominant sense (top 0.50),
H5399,ne.sheph,mechanical,brisa,definition_es-head,,"de H5398 (נָשַׁף); propiamente, una brisa, es decir, (por implicación) el crepú…",0.917,12,0.0039,twilight,brisa,definition_es-head,,
H5400,na.saq,judgment,prender fuego,definition_es-head,,prender fuego (encenderse),0.667,3,0.0010,to kindle,,,no dominant sense (top 0.67),
H5401,na.shaq,judgment,besar,definition_es-head,,"besar, literal o figurativamente (tocar); también (como modo de unión), armar c…",0.829,35,0.0115,to kiss,,,no dominant sense (top 0.83),
H5402,ne.sheq,judgment,pertrecho militar,definition_es-head,,"pertrecho militar, es decir, (colectivamente) armas (ofensivas o defensivas), o…",0.600,10,0.0033,weapon,,,no dominant sense (top 0.60),
H5403,ne.shar,mechanical,águila,tbesh-map,,(arameo) un águila,1.000,2,0.0007,eagle,águila,tbesh-map,,
H5404,ne.sher,mechanical,águila,tbesh-map,,el águila (u otra gran ave de rapiña),1.000,26,0.0085,eagle,águila,tbesh-map,,
H5405,na.shat,judgment,secarse,tbesh-head-es,,"raíz primitiva; propiamente, eliminar, es decir (intransitivamente) secarse (ag…",0.667,3,0.0010,be dry,,,no dominant sense (top 0.67),
H5406,nish.te.van,mechanical,carta,tbesh-map,,una epístola (carta),1.000,2,0.0007,letter,carta,tbesh-map,,
H5407,nish.te.van,mechanical,epístola,definition_es-head,,(arameo) una epístola (carta),1.000,3,0.0010,document,epístola,definition_es-head,,
H5408,na.tach,judgment,"descuartizar, despedazar",definition_es-head,,"descuartizar, despedazar",0.778,9,0.0030,to cut,,,no dominant sense (top 0.78),
H5409,ne.tach,judgment,"trozo, pedazo",definition_es-head,,"un trozo, pedazo (de carne)",0.462,13,0.0043,piece,,,no dominant sense (top 0.46),
H5410,na.tiv,judgment,sendero,definition_es-head,,"un sendero (trillado), vereda",0.615,26,0.0085,path,,,no dominant sense (top 0.62),
H5411,na.tin,proper-noun,los netineos,defEs-name,,"los netineos, o siervos del templo (como entregados a ese deber)",1.000,17,0.0056,temple servant,temple servant,tbesh-en-placeholder,,
H5412,ne.tin,mechanical,sirvientes del templo,definition_es-head,,(arameo) los sirvientes del templo (dados a ese oficio),1.000,1,0.0003,temple servant,sirvientes del templo,definition_es-head,,
H5413,na.takh,judgment,fluir,definition_es-head,,"fluir (literal o figurativamente); por implicación, derretir, derramar",0.476,21,0.0069,to pour,,,no dominant sense (top 0.48),
H5414,na.tan,judgment,dar,definition_es-head,,"dar, usado con la mayor amplitud de aplicación (poner, hacer, etc.)",0.468,2011,0.6593,to give,,,no dominant sense (top 0.47),
H5415,ne.tan,mechanical,dar,tbesh-map,,(arameo) dar,1.000,7,0.0023,to give,dar,tbesh-map,,
H5416,na.tan,proper-noun,Natán,defEs-name,,"Natán, el nombre de cinco israelitas",1.000,41,0.0134,Nathan,Nathan,tbesh-en-placeholder,,Natán
H5417,ne.tan.el,proper-noun,Natanael,defEs-name,,"Natanael, el nombre de diez israelitas",1.000,14,0.0046,Nethanel,Nethanel,tbesh-en-placeholder,,Natanael
H5418,ne.tan.yah,proper-noun,Netanías,defEs-name,,"Netanías, el nombre de cuatro israelitas",1.000,20,0.0066,Nethaniah,Nethaniah,tbesh-en-placeholder,,Netanías
H5419,ne.tan-me.lekh,proper-noun,Netan-mélec,defEs-name,,"Netan-mélec, un israelita",0.500,2,0.0007,Nathan-melech,Nathan-melech,tbesh-en-placeholder,,
H5420,na.tas,mechanical,quebrar,tbesh-map,,desgarrar,1.000,1,0.0003,to break,quebrar,tbesh-map,,
H5421,na.ta,mechanical,quebrar,tbesh-map,,arrancar,1.000,1,0.0003,to break,quebrar,tbesh-map,,
H5422,na.tats,judgment,derribar,definition_es-head,,derribar,0.500,42,0.0138,to tear,,,no dominant sense (top 0.50),
H5423,na.taq,judgment,"arrancar, romper",definition_es-head,,"arrancar, romper",0.185,27,0.0089,to tear,,,no dominant sense (top 0.19),
H5424,ne.teq,mechanical,"tiña, costra",definition_es-head,,"tiña, costra (del cuero cabelludo)",1.000,14,0.0046,scab,"tiña, costra",definition_es-head,,
H5425,na.tar,judgment,saltar,definition_es-head,,"saltar, es decir, agitarse violentamente; causativamente, aterrar, sacudirse, d…",0.250,8,0.0026,to free,,,no dominant sense (top 0.25),
H5426,ne.tar,mechanical,despojar / desnudar,tbesh-head-es,,,1.000,1,0.0003,to strip,,tbesh-untranslated,,
H5427,ne.ter,mechanical,potasa mineral,definition_es-head,,potasa mineral (llamada así por efervescer con ácido),1.000,2,0.0007,lye,potasa mineral,definition_es-head,,
H5428,na.tash,mechanical,"arrancar, desarraigar",definition_es-head,,"arrancar, desarraigar",0.952,21,0.0069,to uproot,"arrancar, desarraigar",definition_es-head,,
H5429,se.ah,judgment,seah,definition_es-head,,"un seah, o cierta medida (como determinada) para grano",0.556,9,0.0030,seah,,,no dominant sense (top 0.56),
H5430,se.on,mechanical,bota / calzado,tbesh-head-es,,,1.000,1,0.0003,boot,,tbesh-untranslated,,
H5431,sa.an,mechanical,pisar / hollar,tbesh-head-es,,,1.000,1,0.0003,to tread,,tbesh-untranslated,,
H5432,sas.se.ah,mechanical,medida,definition_es-head,,"medida, es decir moderación",1.000,1,0.0003,to drive away,medida,definition_es-head,,
H5433,sa.va,judgment,beber hasta la saciedad,definition_es-head,,"beber hasta la saciedad, es decir embriagarse",0.600,5,0.0016,be drunk,,,no dominant sense (top 0.60),
H5434,se.va,proper-noun,Seba,defEs-name,,"Seba, un hijo de Cus, y el país poblado por él",1.000,4,0.0013,Seba,Seba,tbesh-en-placeholder,,Seba
H5435,so.ve,mechanical,bebida,definition_es-head,,"bebida (poción), concretamente (vino), o abstractamente (borrachera)",1.000,3,0.0010,liquor,bebida,definition_es-head,,
H5436,se.va.i,proper-noun,sebaíta,defEs-gentilic,,"un sebaíta, habitante de Seba",1.000,2,0.0007,Sabeans,Sabeans,tbesh-en-placeholder,,
H5437,sa.vav,judgment,"girar, rodear o bordear",definition_es-head,,"girar, rodear o bordear; usado en varias aplicaciones, literal y figuradamente",0.255,161,0.0528,to turn,,,no dominant sense (top 0.25),
H5438,sib.bah,mechanical,giro,definition_es-head,,un giro (providencial) (de los sucesos),1.000,1,0.0003,turn,giro,definition_es-head,,
H5439,sa.viv,judgment,alrededor,hand-fix,,"(como sustantivo) un círculo, vecino o alrededores; pero principalmente (como a…",0.540,335,0.1098,around,,,no dominant sense (top 0.54),
H5440,sa.vakh,mechanical,entrelazar,definition_es-head,,entrelazar,1.000,2,0.0007,to interweave,entrelazar,definition_es-head,,
H5441,so.vekh,mechanical,soto,definition_es-head,,un soto (bosquecillo),1.000,1,0.0003,thicket,soto,definition_es-head,,
H5442,se.vakh,mechanical,soto,definition_es-head,,un soto (matorral espeso),1.000,4,0.0013,thicket,soto,definition_es-head,,
H5443,sab.b.kah,mechanical,lira,definition_es-head,,(arameo) una lira,1.000,4,0.0013,trigon,lira,definition_es-head,,
H5444,sib.b.khay,proper-noun,Sibecai,defEs-name,,"Sibecai, un israelita",1.000,4,0.0013,Sibbecai,Sibbecai,tbesh-en-placeholder,,Sibecai
H5445,sa.val,judgment,"cargar, llevar",definition_es-head,,"cargar, llevar (literal o figurativamente), o (reflexivamente) ser una carga; e…",0.333,9,0.0030,to bear,,,no dominant sense (top 0.33),
H5446,se.val,mechanical,erigir,definition_es-head,,(arameo) erigir,1.000,1,0.0003,to bear,erigir,definition_es-head,,
H5447,se.vel,judgment,carga,definition_es-head,,una carga (literal o figuradamente),0.667,3,0.0010,burden,,,no dominant sense (top 0.67),
H5448,so.vel,mechanical,carga,definition_es-head,,una carga (figuradamente),1.000,3,0.0010,burden,carga,definition_es-head,,
H5449,sab.bal,mechanical,portero,definition_es-head,,un portero,1.000,5,0.0016,burden,portero,definition_es-head,,
H5450,se.va.lah,mechanical,acarreo,definition_es-head,,acarreo (carga),1.000,6,0.0020,burden,acarreo,definition_es-head,,
H5451,sib.bo.let,mechanical,espiga de grano,definition_es-head,,una espiga de grano,1.000,1,0.0003,stream,espiga de grano,definition_es-head,,
H5452,se.var,mechanical,tener en mente,definition_es-head,,"(arameo) tener en mente, es decir esperar",1.000,1,0.0003,to intend,tener en mente,definition_es-head,,
H5453,siv.ra.yim,proper-noun,Sibraim,defEs-name,,"Sibraim, un lugar en Siria",1.000,1,0.0003,Sibraim,Sibraim,tbesh-en-placeholder,,Sibraim
H5454,sav.tah,proper-noun,Sabta / Sabtá,defEs-name,,"Sabta o Sabtá, nombre de un hijo de Cus, y el país ocupado por su posteridad",0.500,2,0.0007,Sabtah,Sabtah,tbesh-en-placeholder,,Sabta
H5455,sav.te.kah,proper-noun,Sabteca,defEs-name,,"Sabteca, nombre de un hijo de Cus, y la región que él colonizó",1.000,2,0.0007,Sabteca,Sabteca,tbesh-en-placeholder,,Sabteca
H5456,sa.gad,judgment,postrarse,definition_es-head,,postrarse (en homenaje),0.400,5,0.0016,to prostrate,,,no dominant sense (top 0.40),
H5457,se.gid,mechanical,postrarse,definition_es-head,,"(arameo) postrarse (en homenaje), adorar",0.917,12,0.0039,to do homage,postrarse,definition_es-head,,
H5458,se.gor,judgment,encerrado,definition_es-head,,"propiamente, encerrado, es decir el pecho (que encierra el corazón); también or…",0.500,2,0.0007,enclosure,,,no dominant sense (top 0.50),
H5459,se.gul.lah,judgment,"tesoro, riqueza",definition_es-head,,"tesoro, riqueza (como guardada con cuidado), posesión especial",0.750,8,0.0026,possession,,,no dominant sense (top 0.75),
H5460,se.gan,judgment,prefecto de una provincia,definition_es-head,,(arameo) un prefecto de una provincia (gobernador),0.800,5,0.0016,prefect,,,no dominant sense (top 0.80),
H5461,sa.gan,mechanical,prefecto de una provincia,definition_es-head,,"un prefecto de una provincia, magistrado, príncipe",0.882,17,0.0056,ruler,prefecto de una provincia,definition_es-head,,
H5462,sa.gar,judgment,cerrar,definition_es-head,,"cerrar; figurativamente, entregar",0.242,91,0.0298,to shut,,,no dominant sense (top 0.24),
